ranking,model,pid,recommendation
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",mixtral-8x7b-32768,645145,Bad Guy - by Billie Eilish
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",mixtral-8x7b-32768,645145,Lonely Boy - by The Black Keys
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}]",mixtral-8x7b-32768,645145,Shake It Out - by Florence + The Machine
"[{'name': 'playlist_name', 'value': 'Alt/Indie'}, {'name': 'song_1', 'value': ""Ain't No Rest for the Wicked - Original Version - by Cage The Elephant""}, {'name': 'song_2', 'value': 'Come a Little Closer - by Cage The Elephant'}, {'name': 'song_3', 'value': 'Cigarette Daydreams - by Cage The Elephant'}, {'name': 'song_4', 'value': 'Cold Cold Cold - by Cage The Elephant'}, {'name': 'song_5', 'value': 'Do I Wanna Know? - by Arctic Monkeys'}]",mixtral-8x7b-32768,645145,"Uptown Funk - by Mark Ronson, Bruno Mars"
"[{'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}]",mixtral-8x7b-32768,648591,I Will Always Love You - by Whitney Houston
"[{'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}]",mixtral-8x7b-32768,648591,Paint It Black - by The Rolling Stones
"[{'name': 'song_4', 'value': 'Waiting For My Ruca'}, {'name': 'song_2', 'value': 'Returning to the Fold'}, {'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover'}, {'name': 'song_5', 'value': 'S.O.B.'}, {'name': 'song_3', 'value': 'Wait for the Moment'}]",mixtral-8x7b-32768,648591,Should I Stay or Should I Go - by The Clash
"[{'name': 'playlist_name', 'value': '\\m/'}, {'name': 'song_1', 'value': 'I Had a Real Good Lover - by The Shouting Matches'}, {'name': 'song_2', 'value': 'Returning to the Fold - by The Thermals'}, {'name': 'song_3', 'value': 'Wait for the Moment - by Vulfpeck'}, {'name': 'song_4', 'value': 'Waiting For My Ruca - by Sublime'}, {'name': 'song_5', 'value': 'S.O.B. - by Nathaniel Rateliff & The Night Sweats'}]",mixtral-8x7b-32768,648591,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}]",mixtral-8x7b-32768,651504,Breathe Me - by Sia
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}]",mixtral-8x7b-32768,651504,Enter Sandman - by Metallica
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}]",mixtral-8x7b-32768,651504,Holocene - by Bon Iver
"[{'name': 'playlist_name', 'value': 'Unwind'}, {'name': 'song_1', 'value': 'Hero - by Family of the Year'}, {'name': 'song_2', 'value': 'Crosses - by José González'}, {'name': 'song_4', 'value': 'Heartbeats - by José González'}, {'name': 'song_3', 'value': 'Georgia - by Vance Joy'}, {'name': 'song_5', 'value': 'Wild World - Acoustic Version - by Joanna Wang'}]",mixtral-8x7b-32768,651504,Pump It - by Black Eyed Peas
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",mixtral-8x7b-32768,656595,Bad Guy - by Billie Eilish
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",mixtral-8x7b-32768,656595,Groove Is in the Heart - by Deee-Lite
"[{'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_5', 'value': 'Happy - by Surface'}, {'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}]",mixtral-8x7b-32768,656595,I Want You Back - by The Jackson 5
"[{'name': 'playlist_name', 'value': 'Old school'}, {'name': 'song_1', 'value': 'Return Of The Mack - C & J Street Mix - by Mark Morrison'}, {'name': 'song_3', 'value': 'Rock with You - Single Version - by Michael Jackson'}, {'name': 'song_2', 'value': ""Sunshine - by Alexander O'Neal""}, {'name': 'song_4', 'value': 'Your Smile - 12"" Mix - by Rene & Angela'}, {'name': 'song_5', 'value': 'Happy - by Surface'}]",mixtral-8x7b-32768,656595,Work It - by Missy Elliott
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",mixtral-8x7b-32768,659472,Bad Guy - by Billie Eilish
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}]",mixtral-8x7b-32768,659472,Don't Stop Believin' - by Journey
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",mixtral-8x7b-32768,659472,I Wanna Dance With Somebody (Who Loves Me) - by Whitney Houston
"[{'name': 'playlist_name', 'value': 'throwback'}, {'name': 'song_1', 'value': 'I Gotta Feeling - by The Black Eyed Peas'}, {'name': 'song_2', 'value': ""Hips Don't Lie - by Shakira""}, {'name': 'song_3', 'value': 'TiK ToK - by Kesha'}, {'name': 'song_4', 'value': 'Call Me Maybe - by Carly Rae Jepsen'}, {'name': 'song_5', 'value': 'Happy - From ""Despicable Me 2"" - by Pharrell Williams'}]",mixtral-8x7b-32768,659472,Sicko Mode - by Travis Scott
"[{'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}]",mixtral-8x7b-32768,689590,God's Plan - by Drake
"[{'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",mixtral-8x7b-32768,689590,"Mona Lisa - by Lil Wayne, Kendrick Lamar"
"[{'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",mixtral-8x7b-32768,689590,"Mood - by 24kGoldn, Iann Dior"
"[{'name': 'playlist_name', 'value': 'Low Key'}, {'name': 'song_1', 'value': 'Lessons - by Millyz'}, {'name': 'song_2', 'value': 'Golden God - by Machine Gun Kelly'}, {'name': 'song_3', 'value': 'Elm Street - by Jimmy Wopo'}, {'name': 'song_4', 'value': 'No Delay - by Troy Ave'}, {'name': 'song_5', 'value': 'Busta Rhymes - by Montana of 300'}]",mixtral-8x7b-32768,689590,Sicko Mode - by Travis Scott
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}]",mixtral-8x7b-32768,693751,Good Life - by OneRepublic
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}]",mixtral-8x7b-32768,693751,Hurt - by Johnny Cash
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}]",mixtral-8x7b-32768,693751,On Top of the World - by Imagine Dragons
"[{'name': 'playlist_name', 'value': 'Upbeat'}, {'name': 'song_1', 'value': 'Happy - by C2C'}, {'name': 'song_4', 'value': 'Love Me Back - by LunchMoney Lewis'}, {'name': 'song_2', 'value': '40 Watt - by ELEL'}, {'name': 'song_5', 'value': 'Paris - by Magic Man'}, {'name': 'song_3', 'value': 'Come Back To Me - by Urban Cone'}]",mixtral-8x7b-32768,693751,Zombie - by The Cranberries
"[{'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'playlist_name', 'value': 'Playlist'}]",mixtral-8x7b-32768,699107,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",mixtral-8x7b-32768,699107,Gangnam Style - by PSY
"[{'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",mixtral-8x7b-32768,699107,TiK ToK - by Kesha
"[{'name': 'song_5', 'value': 'Cheap Thrills - by Sia'}, {'name': 'song_4', 'value': 'Chandelier - by Sia'}, {'name': 'song_2', 'value': 'Malibu - by Miley Cyrus'}, {'name': 'song_1', 'value': 'Again - by Fetty Wap'}, {'name': 'song_3', 'value': 'Love Yourself vs F*CK Yourself - Love Yourself Response - by Yo Preston'}, {'name': 'playlist_name', 'value': 'Playlist'}]",mixtral-8x7b-32768,699107,Work From Home - by Fifth Harmony ft. Ty Dolla $ign
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",mixtral-8x7b-32768,701065,Love Story - by Taylor Swift
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",mixtral-8x7b-32768,701065,Pump It Up - by Black Eyed Peas
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",mixtral-8x7b-32768,701065,Shape of You - by Ed Sheeran
"[{'name': 'playlist_name', 'value': 'workout'}, {'name': 'song_4', 'value': 'Lean On (feat. MØ & DJ Snake) - by Major Lazer'}, {'name': 'song_1', 'value': 'Middle - by DJ Snake'}, {'name': 'song_3', 'value': 'Express Yourself - feat. Nicky Da B - by Diplo'}, {'name': 'song_2', 'value': 'Sex - by Cheat Codes'}, {'name': 'song_5', 'value': 'I Took A Pill In Ibiza - Seeb Remix - by Mike Posner'}]",mixtral-8x7b-32768,701065,"Tremor - by DJ Snake, Sebastian Ingrosso"
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",mixtral-8x7b-32768,727748,Bodies - by Drowning Pool
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",mixtral-8x7b-32768,727748,Someone Like You - by Adele
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}]",mixtral-8x7b-32768,727748,Toxicity - by System Of A Down
"[{'name': 'playlist_name', 'value': 'Work Out'}, {'name': 'song_1', 'value': 'Holy Diver - by Killswitch Engage'}, {'name': 'song_4', 'value': 'Still Waiting - by Sum 41'}, {'name': 'song_3', 'value': 'All Downhill From Here - by New Found Glory'}, {'name': 'song_5', 'value': 'My Friends Over You - by New Found Glory'}, {'name': 'song_2', 'value': 'Ashes - by Pepper'}]",mixtral-8x7b-32768,727748,Yesterday - by The Beatles
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'playlist_name', 'value': 'hell yeah'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}]",mixtral-8x7b-32768,727909,Allegiance - by Bring Me The Horizon
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}]",mixtral-8x7b-32768,727909,Heaven's Basement - by Welcome to the Basement
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}]",mixtral-8x7b-32768,727909,Rebel Love Song - by Bring Me The Horizon
"[{'name': 'song_1', 'value': 'Throne - by Bring Me The Horizon'}, {'name': 'song_2', 'value': 'Drown - by Bring Me The Horizon'}, {'name': 'song_3', 'value': 'Can You Feel My Heart - by Bring Me The Horizon'}, {'name': 'song_4', 'value': 'Happy Song - by Bring Me The Horizon'}, {'name': 'song_5', 'value': 'In The End - by Black Veil Brides'}, {'name': 'playlist_name', 'value': 'hell yeah'}]",mixtral-8x7b-32768,727909,The Devil's Bleeding Crown - by Volbeat
